,Nome,Parte edibile,Acqua,Energia,Energia.1,Proteine totali,Proteine animali,Proteine vegetali,Lipidi totali,Lipidi animali,Lipidi vegetali,Lipidi saturi,Acido oleico,Monoinsaturi totali,Acido linoleico,Acido linolenico,Altri polinsaturi,Polinsaturi totali,Colesterolo,Glucidi dispon.,Amido,Glucidi solubili,Fibra alimentare ,Alcool,Fe,Ca,Na,K,P,Zn,B1,B2,Niacina,Vit. C,Vit. B6,Acido Folico,Retinolo equivalenti,Vit. A,b-carotene,Vit. E,Vit. D,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
612,SUCCO DI ARANCIA NON ZUCCHERATO,100,"89,2",36,151,"0,5",0,"0,5","0,1",0,"0,1","0,01","0,01","0,02","0,02",0,0,"0,02",0,"8,8",0,"8,8","0,1",0,"0,2",10,10,150,13,0,"0,08","0,02","0,2",39,"0,07",20,3,0,17,"0,17",0,,,,
613,SUCCO DI BARBABIETOLA,100,"93,8",14,59,"0,8",0,"0,8",0,0,0,0,0,0,0,0,0,0,0,"2,9",0,"2,9","1,9",0,"0,3",14,60,214,15,"0,3","0,02","0,01","0,1",5,"0,01",72,0,0,0,0,0,,,,
614,SUCCO DI CAROTE,100,"92,3",24,100,"0,5",0,"0,5","0,1",0,"0,1","0,02",0,0,"0,04","0,01",0,"0,05",0,"5,7",0,"5,7","0,6",0,"0,2",16,51,240,25,"0,1","0,03","0,07","0,7",6,"0,14",12,1353,0,8115,"0,56",0,,,,
615,SUCCO DI FRUTTA,100,"84,5",56,234,"0,3",0,"0,3","0,1",0,"0,1","0,02","0,03","0,03","0,05","0,01",0,"0,06",0,"14,5",0,"14,5","0,2",0,"0,3",8,7,70,11,"0,1","0,01","0,03","0,3",60,"0,04",1,0,0,0,0,0,,,,
616,SUCCO DI LIMONE,100,"92,1",6,25,"0,2",0,"0,2",0,0,0,0,0,0,0,0,0,0,0,"1,4",0,"1,4",0,0,"0,2",14,2,140,10,0,"0,02","0,02","0,2",43,"0,05",13,0,0,0,"0,19",0,,,,
617,SUCCO DI MANDARINO NON ZUCCHERATO,100,87,50,209,"0,5",0,"0,5","0,2",0,"0,2","0,01","0,02","0,02","0,02","0,01",0,"0,03",0,"11,8",0,"11,8","0,2",0,"0,2",18,1,178,14,0,"0,06","0,02","0,1",32,"0,03",5,42,0,252,"0,09",0,,,,
618,SUCCO DI MANDARINO,100,"88,9",43,180,"0,5",0,"0,5","0,2",0,"0,2","0,02","0,03","0,04","0,03","0,01",0,"0,04",0,"9,9",0,"9,9","0,2",0,"0,2",18,1,178,14,0,"0,06","0,02","0,1",31,"0,04",5,42,0,252,"0,09",0,,,,
619,SUCCO DI MELA,100,88,38,159,"0,1",0,"0,1","0,1",0,"0,1","0,02",0,0,"0,03","0,01",0,"0,03",0,"9,9",0,"9,9",0,0,"0,1",7,2,110,6,0,"0,01","0,01","0,1",14,"0,02",4,0,0,0,0,0,,,,
620,SUCCO DI MELOGRANO,100,"85,4",44,184,"0,2",0,"0,2",0,0,0,0,0,0,0,0,0,0,0,"11,6",0,"11,6",0,0,"0,2",3,1,200,8,"0,1","0,02","0,03","0,2",8,"0,31",6,6,0,33,"0,55",0,,,,
621,SUCCO DI PERA,100,84,60,251,"0,1",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,"15,2",0,"15,2","0,6",0,"0,3",5,4,13,3,"0,1",0,"0,01","0,1",1,"0,01",1,0,0,0,"0,1",0,,,,
622,SUCCO DI PESCA,100,"85,6",54,226,"0,3",0,"0,3",0,0,0,0,0,0,0,0,0,0,0,"13,3",0,"13,3","0,6",0,"0,2",5,7,40,6,"0,1",0,"0,01","0,3",5,"0,01",1,26,0,156,"0,01",0,,,,
623,SUCCO DI POMODORO,100,"93,8",14,59,"0,8",0,"0,8",0,0,0,0,0,0,0,0,0,0,0,3,0,3,"0,6",0,"0,4",10,230,230,19,"0,1","0,02","0,02","0,7",8,"0,06",10,33,0,200,"1,01",0,,,,
624,SUCCO DI POMPELMO NON ZUCCHERATO,100,"89,4",33,138,"0,4",0,"0,4","0,1",0,"0,1","0,01","0,01","0,01","0,02","0,01",0,"0,03",0,"8,3",0,"8,3",0,0,"0,2",14,7,100,11,0,"0,04","0,01","0,2",31,"0,02",6,0,0,1,"0,19",0,,,,
625,SUCCO DI POMPELMO,100,"87,4",46,192,"0,6",0,"0,6","0,1",0,"0,1","0,01","0,01","0,01","0,02",0,0,"0,02",0,11,0,11,"0,1",0,"0,4",8,2,162,11,"0,1","0,04","0,02","0,3",27,"0,02",10,0,0,0,"0,05",0,,,,
626,SUCCO DI SPINACI,100,"95,4",10,42,"1,4",0,"1,4","0,3",0,"0,3","0,03","0,02","0,02","0,03","0,16",0,"0,2",0,"0,5",0,"0,5","0,9",0,"1,4",1,73,412,44,"0,2","0,03","0,17","0,2",29,"0,08",70,225,0,1352,"0,79",0,,,,
627,SUCCO DI UVA,100,"85,4",46,192,"0,3",0,"0,3","0,1",0,"0,1","0,03",0,0,"0,02","0,01",0,"0,03",0,"11,7",0,"11,7",0,0,"0,9",19,7,55,14,"0,1",0,"0,01","0,1",0,"0,04",1,0,0,0,0,0,,,,
628,SUCCO TROPICALE,100,88,47,197,"0,2",0,"0,2","0,1",0,"0,1","0,01","0,01","0,01","0,02","0,01",0,"0,03",0,"11,6",0,"11,6",0,0,"0,3",7,14,61,6,"0,1","0,03","0,02","0,3",46,"0,04",11,4,0,24,0,0,,,,
629,BISTECCA DI SUINO,75,74,100,418,"18,3","18,3",0,3,3,0,"1,37","0,83","0,93","0,55",0,0,"0,55",60,0,0,0,0,0,"1,5",8,76,370,223,"1,8","1,12","0,18","4,5",0,"0,59",1,0,0,0,"0,05","0,5",,,,
630,SUINO,100,"66,25","204,5","855,5","18,55","18,55",0,"14,45","14,45",0,"6,61","3,985","4,485","2,63","0,02",0,"2,65",61,0,0,0,0,0,"1,55","7,5","67,5",335,167,"2,1","0,39","0,105","4,4",0,"0,56",1,0,0,0,"0,055","0,7",,,,
631,SUINO COSCIO,100,"75,3",102,427,"18,7","18,7",0,3,3,0,"1,37","0,83","0,93","0,55",0,0,"0,55",60,0,0,0,0,0,"1,6",12,76,370,233,"1,8","1,35","0,2","4,5",0,"0,56",1,0,0,0,"0,05","0,5",,,,
632,SUINO CUORE,100,72,159,665,"18,3","18,3",0,"9,4","9,4",0,"2,71","2,18","2,35","1,41","0,13","0,47","2,01",79,"0,4",0,"0,4",0,0,"5,3",35,80,300,245,"2,3","0,4","1,27","6,1",5,"0,37",3,9,5,27,"0,45","0,85",,,,
633,SUINO FEGATO,100,70,140,586,"22,8","22,8",0,"4,8","4,8",0,"1,48","0,68","0,74","0,52","0,02","0,77","1,31",403,"1,5",0,"1,5",0,0,18,10,108,356,362,7,"0,4","2,98","14,5",23,"0,59",295,16500,16500,0,"0,51","1,7",,,,
634,SUINO SANGUE,100,"79,1",78,326,19,19,0,"0,2","0,2",0,"0,01","0,01","0,01","0,08","0,04",0,"0,12",46,"0,1",0,"0,1",0,0,"0,2",10,207,185,49,"0,3","0,02","0,09","0,6",0,0,4,11,11,0,"0,4","0,1",,,,
635,SURIMI,100,"76,3",99,414,"15,2","15,2",0,"0,9","0,9",0,"0,17","0,06","0,21",0,0,"0,36","0,36",30,"6,9","6,9",0,0,0,"0,3",9,143,112,282,"0,3","0,02","0,02","0,2",0,"0,03",2,20,20,0,"0,44",0,,,,
636,TACCHINO,75,72,146,611,21,21,0,"6,8","6,8",0,"2,2","2,08","2,41","1,18","0,1","0,19","1,47",82,"0,1",0,"0,1",0,0,"3,1",23,66,315,287,"1,8","0,13","0,11",8,0,"0,55",16,7,7,0,"0,01","0,4",,,,
637,TACCHINO ALA,75,"68,2",193,808,"22,3","22,3",0,"11,5","11,5",0,"3,48","3,67","4,22","2,3","0,27","0,21","2,78",78,0,0,0,0,0,"2,5",23,70,320,257,"1,8","0,11","0,14","7,5",0,"0,55",16,0,0,0,"0,01","0,4",,,,
638,TACCHINO COSCIA,87,"69,2",186,778,"20,9","20,9",0,"11,2","11,2",0,"3,39","3,58","4,11","2,24","0,26","0,2","2,71",86,"0,4",0,"0,4",0,0,"2,5",23,81,310,257,"3,1","0,11","0,14","7,1",0,"0,35",28,0,0,0,0,"0,4",,,,
639,TACCHINO PETTO,100,"70,2",134,561,22,22,0,"4,9","4,9",0,"1,59","1,5","1,74","0,85","0,07","0,14","1,06",57,"0,4",0,"0,4",0,0,"2,5",23,51,320,290,1,"0,08","0,13","0,8",0,"0,81",9,0,0,0,0,"0,3",,,,
640,TALEGGIO,100,50,306,1280,"20,6","20,6",0,"24,8","24,8",0,"15,39","6,78","8,02","0,51","0,36",0,"0,88",90,0,0,0,0,0,"0,6",562,1153,121,310,2,"0,05","0,52",1,0,"0,22",102,283,230,315,"0,65","0,18",,,,
641,TAMARI,100,66,60,251,"10,5",0,"10,5","0,1",0,"0,1","0,01","0,02","0,02","0,04",0,0,"0,04",0,"4,8","0,5","4,3","0,8",0,"2,4",20,5586,212,130,"0,4","0,06","0,15",4,0,"0,2",18,0,0,0,0,0,,,,
642,TAPIOCA,100,"12,6",363,1519,"0,6",0,"0,6","0,2",0,"0,2","0,05","0,05","0,05","0,02","0,01",0,"0,03",0,"95,8","95,8",0,"0,4",0,1,12,4,20,12,"0,1",0,"0,1",0,0,0,0,0,0,0,0,0,,,,
643,TARTUFO,79,"76,3",31,130,6,0,6,"0,5",0,"0,5","0,11",0,0,"0,05","0,22",0,"0,27",0,"0,7",0,"0,7","8,5",0,"3,5",24,55,368,62,"3,8","0,05","0,09",2,1,"0,18",44,0,0,0,"0,12",0,,,,
644,TE' DETEINATO,100,"9,3",108,452,"19,6",0,"19,6",2,0,2,"0,44",0,"0,22","0,22","0,67",0,"0,89",0,3,0,3,0,0,"15,2",430,45,2160,630,3,"0,14","1,2","7,5",0,"0,25",3,0,0,0,0,0,,,,
645,TE',100,"9,3",108,452,"19,6",0,"19,6",2,0,2,"0,44",0,"0,22","0,22","0,67",0,"0,89",0,3,0,3,"44,7",0,"15,2",430,45,2160,630,3,"0,14","1,2","7,5",0,"0,25",3,0,0,0,0,0,,,,
646,TEMPEH,100,61,166,695,"20,7",0,"20,7","6,4",0,"6,4","0,92","1,39","1,41","3,18","0,43",0,"3,61",0,"6,4","4,6","0,9","4,1",0,"3,6",120,6,370,200,"1,8","0,19","0,48","3,2",0,"1,86",76,5,0,30,0,0,,,,
647,TIMO,100,"69,3",95,397,3,0,3,"2,5",0,"2,5","0,69","0,12","0,12","0,13","0,67",0,"0,79",0,"15,1",0,"15,1","12,3",0,"41,2",630,18,270,67,"2,1","0,16","0,22","1,6",0,"0,31",40,127,0,760,"1,7",0,,,,
648,TINCA,55,"78,5",76,318,"17,9","17,9",0,"0,5","0,5",0,"0,1","0,1","0,21","0,05","0,02","0,06","0,13",29,0,0,0,0,0,1,31,80,245,218,"0,5","0,06","0,15","2,9",0,"0,19",15,18,18,0,"0,63","10,6",,,,
649,TIRAMISU',100,"38,8",411,1720,"13,2","7,5","5,7","25,8","19,6","6,2","14,32","7,8","8,71","0,99","0,23","0,06","1,27",197,"33,5","12,4","21,1","7,5",0,"4,6",55,303,460,288,"2,4","0,07","0,23","0,6",0,"0,07",27,151,133,106,"1,02","0,6",,,,
650,TISANA,100,"99,7",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,2",0,0,0,0,"0,1",2,0,9,0,0,"0,01",0,0,0,0,1,0,0,0,0,0,,,,
651,TOFU,100,"84,6",76,318,"8,1",0,"8,1","4,8",0,"4,8","0,07","1,04","1,06","2,38","0,32",0,"2,7",0,"0,7",0,0,"1,2",0,"5,4",105,7,121,97,"0,8","0,08","0,05","1,2",0,"0,05",15,9,0,54,"0,01",0,,,,
652,TONNO,90,"61,5",158,661,"21,5","21,5",0,8,8,0,"2,09","1,39","2,09","0,17",0,"2,78","2,96",27,0,0,0,0,0,"1,3",38,43,520,264,"0,5","0,2","0,12","8,5",0,"0,49",20,450,450,0,"0,55","16,3",,,,
653,TONNO SOTT'OLIO,100,"54,6",258,1079,"22,8","22,8",0,"18,5",15,"3,5","3,13","6,83","6,83","6,09","0,15","0,13","6,38",65,0,0,0,0,0,"1,9",8,361,343,234,"0,3","0,05","0,12","11,9",0,"0,44",15,16,16,0,"5,55","4,88",,,,
654,TORDO,58,68,143,598,"20,1","20,1",0,"7,7","7,7",0,"2,33","2,46","2,82","1,54","0,18","0,14","1,86",86,0,0,0,0,0,"7,2",13,168,132,200,"1,2","0,1","0,1","4,6",0,"0,35",28,0,0,0,0,"0,4",,,,
655,TORRONE,100,"6,9",479,2004,"10,8","0,9","9,9","26,8",0,"26,8","2,23","18,93","19,11","5,11","0,14",0,"5,26",0,52,0,52,"1,9",0,"3,5",80,19,466,265,"1,8","0,16","0,25","1,2",0,"0,08",26,0,0,0,"12,38",0,,,,
656,TORTA AL CIOCCOLATO,100,28,315,1318,"4,9","2,7","2,2","17,5","5,9","11,6","6,97","6,15","6,87","2,44","0,19","0,01","2,64",58,"36,8","9,2","27,6","3,6",0,2,29,103,199,125,"0,9","0,14","0,21","1,1",0,"0,04",10,40,38,15,"1,59","0,23",,,,
657,TORTA MARGHERITA,100,"19,4",368,1540,"8,9","6,9",2,"10,4","10,3","0,1","5,12","2,95","3,33","0,54","0,12","0,03","0,68",168,"63,6","29,5","34,1",1,0,"2,8",9,350,82,121,"0,7",0,"0,12","0,5",0,"0,06",10,0,0,0,"2,61","2,8",,,,
658,TORTELLINI FRESCHI,100,"28,2",310,1297,"12,2",9,"3,2","7,1","6,9","0,3","3,19","2,28","2,53","0,65","0,08","0,03","0,75",177,"52,6","50,3","2,3","1,3",0,"1,6",146,264,190,236,"2,3","0,21","0,15","1,8",0,"0,22",25,104,96,49,"0,56","0,7",,,,
659,TORTELLINI,100,"12,3",389,1628,"15,7","11,6","4,1","10,8","10,4","0,4","4,84","3,48","3,84","0,98","0,11","0,05","1,14",271,61,"58,3","2,7",2,0,"2,5",224,405,291,362,"3,6","0,32","0,22","2,8",0,"0,34",38,160,147,75,"0,86","1,08",,,,
660,TRIGLIA,60,"75,3",123,515,"15,8","15,8",0,"6,2","6,2",0,"1,62","0,75","1,43","0,36",0,"1,52","1,88",94,"1,1",0,"1,1",0,0,"1,1",21,91,340,218,"0,3","0,07","0,07","4,2",0,"0,42",11,9,9,0,"0,83","1,31",,,,
661,TROTA,55,"80,5",86,360,"14,7","14,7",0,3,3,0,"0,7","0,52","0,77","0,37","0,1","0,7","1,17",55,0,0,0,0,0,1,14,40,465,220,"0,9","0,08","0,06",3,0,"0,2",13,0,0,0,"0,2","10,6",,,,
662,UOVO DI ANATRA,88,"70,9",190,795,"12,2","12,2",0,"15,4","15,4",0,"4,12","6,8","7,3","0,62","0,11","0,63","1,37",887,"0,7",0,"0,7",0,0,"2,8",57,122,129,195,"1,4","0,15","0,3","0,1",0,"0,25",80,360,341,113,"0,83","6,52",,,,
663,"UOVO DI GALLINA, ALBUME",100,"87,6",47,197,"10,9","10,9",0,0,0,0,0,0,0,0,0,0,0,0,"0,8",0,"0,8",0,0,"0,1",9,190,150,15,"0,1","0,02","0,27","0,1",0,"0,02",13,0,0,0,0,0,,,,
664,ALBUME D'UOVO,100,"87,6",47,197,"10,9","10,9",0,0,0,0,0,0,0,0,0,0,0,0,"0,8",0,"0,8",0,0,"0,1",9,190,150,15,"0,1","0,02","0,27","0,1",0,"0,02",13,0,0,0,0,0,,,,
665,"UOVO DI GALLINA, INTERO",89,"73,9",156,653,13,13,0,"11,1","11,1",0,"3,31","4,05","4,48","1,2","0,05","0,08","1,33",504,1,0,1,0,0,"2,5",50,140,140,210,"1,4","0,11","0,31","0,1",0,"0,12",50,225,211,84,"1,11","1,75",,,,
666,UOVA,89,"73,9",156,653,13,13,0,"11,1","11,1",0,"3,31","4,05","4,48","1,2","0,05","0,08","1,33",504,1,0,1,0,0,"2,5",50,140,140,210,"1,4","0,11","0,31","0,1",0,"0,12",50,225,211,84,"1,11","1,75",,,,
667,"UOVO DI GALLINA, TUORLO",100,"49,2",355,1485,"16,3","16,3",0,"31,9","31,9",0,"9,85","11,54","12,76","3,42","0,15","0,23","3,8",1480,"0,7",0,"0,7",0,0,"6,1",147,50,120,586,"3,6","0,27","0,35","0,1",0,"0,3",130,640,607,198,"3,11","4,94",,,,
668,TUORLO D'UOVO,100,"49,2",355,1485,"16,3","16,3",0,"31,9","31,9",0,"9,85","11,54","12,76","3,42","0,15","0,23","3,8",1480,"0,7",0,"0,7",0,0,"6,1",147,50,120,586,"3,6","0,27","0,35","0,1",0,"0,3",130,640,607,198,"3,11","4,94",,,,
669,UOVO DI OCA,87,"69,7",189,791,"13,8","13,8",0,"14,4","14,4",0,"3,6","5,35","5,74","0,68","0,55","0,28","1,51",852,1,0,1,0,0,"2,6",52,138,210,200,"1,3","0,1","0,3","0,1",0,"0,24",76,330,318,71,"0,74",5,,,,
670,UOVO DI TACCHINA,87,"72,6",147,615,"12,8","12,8",0,"10,2","10,2",0,"3,64","3,9","4,57","1,17","0,08","0,13","1,38",801,1,0,1,0,0,"2,5",50,151,142,200,"1,6","0,15","0,3","0,1",0,"0,13",71,225,211,84,"1,11","1,75",,,,
671,UVA,94,"80,3",61,255,"0,5",0,"0,5","0,1",0,"0,1","0,03",0,0,"0,02","0,01",0,"0,03",0,"15,6",0,"15,6","1,5",0,"0,4",27,1,192,4,"0,1","0,03","0,03","0,1",6,"0,1",2,4,0,24,0,0,,,,
672,UVA SULTANINA,100,"17,1",283,1184,"1,9",0,"1,9","0,6",0,"0,6","0,2","0,02","0,02","0,14","0,04",0,"0,18",0,72,0,72,"6,8",0,"3,3",78,52,864,29,"0,1","0,12","0,08","0,3",0,"0,25",27,3,0,18,"1,05",0,,,,
673,UVETTA,100,"17,1",283,1184,"1,9",0,"1,9","0,6",0,"0,6","0,2","0,02","0,02","0,14","0,04",0,"0,18",0,72,0,72,"6,8",0,"3,3",78,52,864,29,"0,1","0,12","0,08","0,3",0,"0,25",27,3,0,18,"1,05",0,,,,
674,UVA SECCA,100,"17,1",283,1184,"1,9",0,"1,9","0,6",0,"0,6","0,2","0,02","0,02","0,14","0,04",0,"0,18",0,72,0,72,"6,8",0,"3,3",78,52,864,29,"0,1","0,12","0,08","0,3",0,"0,25",27,3,0,18,"1,05",0,,,,
675,VALERIANA,100,"92,8",21,88,2,0,2,"0,4",0,"0,4","0,05","0,01","0,01","0,06","0,15",0,"0,21",0,"3,6",0,"3,6","1,5",0,"2,2",38,4,459,53,"0,6","0,07","0,09","0,4",38,"0,27",14,709,0,4254,"0,6",0,,,,
676,VANIGLIA,100,"52,6",288,1205,"0,1",0,"0,1","0,1",0,"0,1","0,01","0,01","0,01",0,0,0,0,0,"12,7",0,"12,7",0,"34,4","0,1",11,9,148,6,"0,1","0,01","0,1","0,4",0,"0,03",0,0,0,0,0,0,,,,
677,ESTRATTO DI VANIGLIA,100,"52,6",288,1205,"0,1",0,"0,1","0,1",0,"0,1","0,01","0,01","0,01",0,0,0,0,0,"12,7",0,"12,7",0,"34,4","0,1",11,9,148,6,"0,1","0,01","0,1","0,4",0,"0,03",0,0,0,0,0,0,,,,
678,VANIGLIA ESTRATTO,100,"52,6",288,1205,"0,1",0,"0,1","0,1",0,"0,1","0,01","0,01","0,01",0,0,0,0,0,"12,7",0,"12,7",0,"34,4","0,1",11,9,148,6,"0,1","0,01","0,1","0,4",0,"0,03",0,0,0,0,0,0,,,,
679,BACCA DI VANIGLIA,100,"52,6",288,1205,"0,1",0,"0,1","0,1",0,"0,1","0,01","0,01","0,01",0,0,0,0,0,"12,7",0,"12,7",0,"34,4","0,1",11,9,148,6,"0,1","0,01","0,1","0,4",0,"0,03",0,0,0,0,0,0,,,,
680,VANIGLIA BACCA,100,"52,6",288,1205,"0,1",0,"0,1","0,1",0,"0,1","0,01","0,01","0,01",0,0,0,0,0,"12,7",0,"12,7",0,"34,4","0,1",11,9,148,6,"0,1","0,01","0,1","0,4",0,"0,03",0,0,0,0,0,0,,,,
681,VENTAGLIO,32,"78,6",88,368,"16,8","16,8",0,"0,8","0,8",0,"0,08","0,02","0,04",0,0,"0,26","0,26",33,"2,4",0,0,0,0,"0,3",24,161,322,219,1,"0,01","0,07","1,2",3,"0,15",16,15,15,0,1,0,,,,
682,PETTINE,32,"78,6",88,368,"16,8","16,8",0,"0,8","0,8",0,"0,08","0,02","0,04",0,0,"0,26","0,26",33,"2,4",0,0,0,0,"0,3",24,161,322,219,1,"0,01","0,07","1,2",3,"0,15",16,15,15,0,1,0,,,,
683,VERMOUTH,100,"76,35",130,544,"0,05",0,"0,05",0,0,0,0,0,0,0,0,0,0,0,"9,45",0,"9,45",0,"13,45","0,35","6,5","19,5",32,6,0,0,0,0,0,"0,005",0,0,0,0,0,0,,,,
684,VINO BIANCO,100,"89,7",71,297,"0,1",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,"0,1",0,"0,1",0,"10,1",1,9,11,81,74,0,"0,01","0,05",0,0,"0,01",0,0,0,0,0,0,,,,
685,VINO ROSATO,100,"87,3",71,297,"0,1",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,"2,5",0,"2,5",0,"8,7",1,12,4,75,6,0,0,"0,01","0,1",0,"0,02",0,0,0,0,0,0,,,,
686,VINO ROSSO,100,89,76,318,"0,1",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,"0,2",0,"0,2",0,"10,7","0,9",7,7,110,13,"0,1",0,"0,02","0,1",0,"0,03",1,0,0,0,0,0,,,,
687,VINO,100,"88,66666667","72,66666667",304,"0,1",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,"0,933333333",0,"0,933333333",0,"9,833333333","0,966666667","9,333333333","7,333333333","88,66666667",31,"0,033333333","0,003333333","0,026666667","0,066666667",0,"0,02","0,333333333",0,0,0,0,0,,,,
688,VINO DA CUCINA,100,"88,66666667","72,66666667",304,"0,1",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,"0,933333333",0,"0,933333333",0,"9,833333333","0,966666667","9,333333333","7,333333333","88,66666667",31,"0,033333333","0,003333333","0,026666667","0,066666667",0,"0,02","0,333333333",0,0,0,0,0,,,,
689,VITELLO,100,"73,5",118,"493,5","20,5","20,5",0,4,4,0,"1,44","1,385","1,6","0,395",0,"0,165","0,56",66,"0,05",0,"0,05",0,0,"1,55","11,5",86,310,192,"2,7","0,105","0,2","6,1",0,"0,57","18,5",0,0,0,"0,215","1,25",,,,
690,VITELLO CORATELLA,100,78,103,431,"17,1","17,1",0,"3,2","3,2",0,"1,71","0,97","1,16","0,14","0,04","0,2","0,39",236,"1,6",0,"1,6",0,0,"15,5",11,115,352,244,"2,3","0,34","1,21",7,31,"0,29",113,4163,4089,440,"0,51","0,81",,,,
691,VITELLONE,100,"70,68333333","146,6666667","613,8333333","20,25","20,25",0,"7,366666667","7,366666667",0,"3,118333333","3,043333333","3,606666667","0,141666667","0,096666667","0,071666667","0,311666667","62,83333333",0,0,0,0,0,"1,95","7,5",58,"335,8333333","184,1666667","3,933333333","0,086666667","0,183333333","4,55",0,"0,473333333",21,0,0,0,"0,15","0,55",,,,
692,VODKA,100,"63,3",222,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31,7",0,0,1,1,5,0,"0,01","0,01",0,0,0,0,0,0,0,0,0,,,,
693,VONGOLA,25,"82,5",72,301,"10,2","10,2",0,"2,5","2,5",0,"0,24","0,09","0,21","0,04","0,1","0,58","0,73",50,"2,2",0,0,0,0,14,46,56,314,169,"1,4","0,08","0,21","1,8",13,"0,06",16,16,16,0,1,0,,,,
694,ALGA WAKAME,100,"12,2",71,297,"12,4",0,"12,4","2,4",0,"2,4","0,49","0,08","0,22","0,04","0,01","0,77","0,82",0,0,0,0,"47,1",0,"11,6",660,3220,220,310,"1,7","0,11","0,14","4,6",15,"0,01",196,86,0,515,1,0,,,,
695,WHISKY,100,"65,9",238,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,"0,1",0,34,0,0,0,0,5,"0,1","0,01",0,"0,1",0,0,0,0,0,0,0,0,,,,
696,WURSTEL,100,"58,9",270,1130,"13,7","13,7",0,"23,3","23,3",0,"6,94","9,83","10,81","3,57","0,27","0,59","4,43",62,"1,4",0,"1,4",0,0,"1,5",33,1916,338,130,"3,9","0,15","0,3","2,7",0,"0,03",1,0,0,0,"0,25",0,,,,
697,WURSTEL DI POLLO,100,"57,5",257,1075,"12,9","12,9",0,"19,5","19,5",0,"5,54","7,14","8,48","3,74","0,15","0,15","4,04",101,"6,8",0,"6,8",0,0,2,95,1370,84,107,1,"0,07","0,12","3,1",0,"0,32",4,38,38,0,"0,22","0,1",,,,
698,WURSTEL DI TACCHINO,100,70,226,946,"14,3","14,3",0,"17,7","17,7",0,"5,89","5,3","5,58","4,64","0,36",0,5,107,"1,5",0,"1,5",0,0,"1,8",106,1426,179,134,"3,1","0,04","0,18","4,1",0,"0,23",8,0,0,0,"0,62","0,2",,,,
699,YOGURT INTERO,100,87,63,264,"3,5","3,5",0,"3,9","3,9",0,"2,07","0,83","0,84","0,08","0,05",0,"0,13",18,"3,6",0,"3,6",0,0,"0,1",111,48,150,87,"0,5","0,03","0,16","0,1",1,"0,1",18,28,26,13,"0,05","0,04",,,,
700,YOGURT INTERO AI CEREALI,100,"78,6",95,397,"3,5","3,2","0,3","3,6","3,5","0,1","1,87","0,76","0,77","0,09","0,05",0,"0,14",16,"12,9","3,9",9,"0,2",0,"0,3",104,44,140,81,"0,5","0,08","0,22","0,9",1,"0,18",29,25,23,12,"0,07","0,04",,,,
701,YOGURT INTERO ALLA FRUTTA,100,81,88,368,"2,8","2,8",0,"3,3","3,3",0,"1,75","0,7","0,71","0,07","0,04",0,"0,11",7,"12,6",0,"12,6","0,2",0,"0,1",111,48,150,87,"0,5","0,03","0,16","0,1",1,"0,07",10,33,30,15,"0,05","0,04",,,,
702,YOGURT  MAGRO ALLA FRUTTA,100,77,90,377,"4,1","4,1",0,"0,7","0,7",0,"0,39","0,14","0,16","0,02",0,0,"0,02",4,"17,9",0,"17,9","0,2",0,"0,1",150,64,210,120,"0,5","0,05","0,21","0,1",1,"0,08",16,11,10,4,"0,01","0,01",,,,
703,ZAFFERANO,100,"11,9",310,1297,"11,4",0,"11,4","5,9",0,"5,9","1,59","0,39","0,43","0,75","1,24","0,07","2,07",0,"61,5","19,1","42,4","3,9",0,"11,1",110,150,1720,250,"1,1","0,12","0,27","1,5",0,"1,3",0,53,0,318,"1,69",0,,,,
704,ZAMPONE,100,"45,5",360,1506,"19,1","19,1",0,"31,6","31,6",0,"10,35","14,08","15,51","3,55","0,22","0,43","4,2",95,0,0,0,0,0,"2,1",20,1375,186,170,"4,3","0,26","0,21",3,0,"0,14",8,0,0,0,"1,17","0,9",,,,
705,ZUCCA,81,"94,6",18,75,"1,1",0,"1,1","0,1",0,"0,1","0,05","0,01","0,01",0,0,0,"0,01",0,"3,5",1,"2,5","0,5",0,"0,9",20,1,202,40,"0,2","0,03","0,02","0,5",9,"0,02",10,599,0,3594,"1,06",0,,,,
706,ZUCCHERO,100,"0,5",392,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"104,5",0,"104,5",0,0,"0,3",1,1,2,0,"0,1",0,0,0,0,0,0,0,0,0,0,0,,,,
707,ZUCCHERO,100,0,362,1515,"0,1",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,"101,3",0,"101,3",0,0,"1,7",56,31,140,4,"0,1",0,0,0,0,0,0,0,0,0,0,0,,,,
